t,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10
0,-0.157361843196589,-0.20289596853781,0.186506591853247,-0.20668792806951,-0.0661796231127048,0.201229797500295,0.110750890566476,-0.0234407596024919,-0.228753417717149,-0.232444267599638,0.171193459161226,-0.235296390880308,-0.228583474121473,0.00731217563857939,-0.1501402344444,0.179056830686392,0.0391193586868625,-0.207867762594534,-0.146103664779777,-0.229746213196451,100,100,100,100,100,100,100,100,100,100
0.204081632653061,-0.228079254969104,-0.301800858890302,0.256928945640445,-0.276314474032641,-0.00361273622417047,0.271932585222011,0.183115914904796,-0.0186229037722527,-0.30262274750483,-0.30185857214136,0.241897402984726,-0.250055207376267,-0.157585642555497,0.0790906131894484,-0.0721313588911827,0.249775398321618,0.108136046904382,-0.107983888694894,-0.0786994949034348,-0.301729921943564,98,98,98,98,98,98,98,98,98,98
0.408163265306122,-0.298795377932849,-0.371846784880714,0.327426663077419,-0.345801500313812,-0.0524898376156774,0.342636413245828,0.253750652368144,0.0518059186371594,-0.372113659411019,-0.372569969451905,0.312602635838996,-0.178685968539456,-0.086662643209892,0.151004124983824,0.0151098524688412,0.320492925871572,0.178922584208335,-0.0369924739039247,-0.00678973782940327,-0.372439880863014,96,96,96,96,96,96,96,96,96,96
0.612244897959184,-0.369511195273092,-0.470377096125901,0.397967647585339,-0.416376909008586,-0.0282603664700551,0.413341297343612,0.3242776570028,0.123364583294631,-0.441027616800981,-0.442516900350186,0.383308174362518,-0.195767472159648,-0.0157826777425375,0.221849814249761,0.11213012214484,0.391209397536376,0.249816459947099,0.0328599241396614,0.0656731249132078,-0.443906144637686,94,94,94,94,94,94,94,94,94,94
0.816326530612245,-0.440226995449589,-0.568351799441462,0.468484819024535,-0.486955321079777,0.0199885853461803,0.484046315552413,0.370784974869911,0.211173379181285,-0.510459478909408,-0.513012184744239,0.454013730052279,-0.215791395607057,0.0551209789488845,0.292692511470499,0.199720296528926,0.461925735111883,0.338343683922594,0.0807098495830288,0.137639898664408,-0.514831562353775,92,92,92,92,92,92,92,92,92,92
1.02040816326531,-0.51027656311839,-0.665731870494252,0.535250029183638,-0.557545139756968,0.0526028285268523,0.555294524167786,0.429184110891781,0.295127943067984,-0.578355241430271,-0.582586293398431,0.525379394551491,-0.238531706989129,0.129568320824943,0.363523842808553,0.29425236062229,0.532094765097342,0.419519671208854,0.135038766400817,0.211057644691582,-0.586660828011824,90,90,90,90,90,90,90,90,90,90
1.22448979591837,-0.5809916278484,-0.735571342565191,0.605813117685924,-0.628161390840055,-0.0383671641789851,0.626000182518499,0.499886597466461,0.223388516520139,-0.506192229502081,-0.653019964120872,0.596085685786645,-0.166960426849309,0.200426281147115,0.434328822032972,0.335778983734456,0.602810462627609,0.490238539922637,0.204705506518224,0.280285527148378,-0.657647432583128,88,88,88,88,88,88,88,88,88,88
1.42857142857143,-0.651706708889512,-0.804792944263839,0.676686743720817,-0.698774622202341,0.0478866545186666,0.69709746577982,0.550855642211167,0.243669033502058,-0.605045148195231,-0.722645754034264,0.66679196070867,-0.0947913901488396,0.270973634978894,0.505136812800797,0.386378180962008,0.673132410217672,0.576274325952708,0.30262741740106,0.26518253188765,-0.729426603509911,86,86,86,86,86,86,86,86,86,86
1.63265306122449,-0.722421511403298,-0.874630738843236,0.747252056345049,-0.769392442013915,0.119216189311733,0.767803225066806,0.622354720181383,0.143680266918692,-0.674770553908746,-0.79337156884255,0.737498514191613,-0.023218473146066,0.341829380365168,0.575940227443454,0.456464538166565,0.743848006825852,0.646187714151314,0.304126269340791,0.336864941153004,-0.800122141698003,84,84,84,84,84,84,84,84,84,84
1.83673469387755,-0.793136178170453,-0.943555834077004,0.817759820185821,-0.840012179196762,0.190321183008919,0.838509502933821,0.693072232348201,0.158672192507621,-0.771861012142746,-0.863706659818953,0.808205203436763,0.0492337956038916,0.412742392134334,0.646741729688997,0.526778689454362,0.81456308492234,0.716891557561244,0.40299609369148,0.312918272910597,-0.871206422501435,82,82,82,82,82,82,82,82,82,82
2.04081632653061,-0.863757745833519,-1.01248092931077,0.888275265835315,-0.910630297609608,0.261994009568314,0.909215973884046,0.763789387478445,0.174298668469251,-0.868145923513686,-0.933761361091593,0.87900487985418,0.121686064353849,0.48364776516666,0.71754484651184,0.596513945480183,0.88527796995912,0.787595758074969,0.501767614126373,0.28591427612697,-0.942567047706103,80,80,80,80,80,80,80,80,80,80
2.24489795918367,-0.934472112608539,-1.08150404019484,0.958867502896461,-0.981256695837783,0.333105212889634,0.979922311326762,0.835166346163217,0.182716768622328,-0.961792583306423,-1.00344928040285,0.949711869124039,0.194044962658654,0.554476686284399,0.788339704187488,0.666821816747871,0.955992988487271,0.857633817506341,0.601412662120806,0.25083859923167,-1.01428590089038,78,78,78,78,78,78,78,78,78,78
2.44897959183673,-1.00518639893027,-1.15052349736991,1.03348699278929,-1.05150179230003,0.400806654595871,1.0506290243102,0.904659668573584,0.215044880824289,-1.05599348562585,-1.07321320342933,1.02041893885549,0.266407346058177,0.621049441433438,0.859512918411731,0.740418792167362,1.0267076315188,0.929541245080749,0.696042959391064,0.217279844752327,-1.08593082425523,76,76,76,76,76,76,76,76,76,76
2.6530612244898,-1.07590067647713,-1.2195897972039,1.10408354694144,-1.12212873923003,0.471927933815637,1.12133559709426,0.975382487029377,0.223572579632038,-1.14970403915345,-1.14306261092516,1.09112601736271,0.338725021817568,0.691874059624028,0.930307228686973,0.810716470949409,1.09742241473372,1.00023978077753,0.795678687686914,0.182375229619775,-1.1574924080309,74,74,74,74,74,74,74,74,74,74
2.85714285714286,-1.14661494771018,-1.28869548417262,1.17467623846359,-1.19275617395476,0.560543190858683,1.1920421450788,1.02146395885499,0.275800765889569,-1.24174631657578,-1.21300246269608,1.16183310218438,0.411005060753517,0.762702527796494,1.00110105231731,0.857055830237113,1.16813722274527,1.08898941713952,0.880955979859266,0.143282785760233,-1.22896559974822,72,72,72,72,72,72,72,72,72,72
3.06122448979592,-1.21732918996493,-1.357801544675,1.24527344258693,-1.26338395071941,0.631992018329775,1.26274872301753,1.0922083818615,0.263126464698209,-1.33260513220909,-1.28318720808969,1.23254021598728,0.483284742558576,0.833526498102932,1.07189453470999,0.927020571736001,1.23885200080611,1.15966633425872,0.980149538568038,0.101513471404942,-1.30019832757774,70,70,70,70,70,70,70,70,70,70
3.26530612244898,-1.28804344796628,-1.42696343460898,1.31587094143332,-1.33401158100399,0.703059119215819,1.3334553079732,1.16295280486802,0.257910241430379,-1.42282367130303,-1.3532539515459,1.30324731404198,0.55551100496195,0.904350174628756,1.14268816323958,0.99737302138527,1.30956677185083,1.23034325137793,1.08001340097492,0.0583786223411438,-1.37154712897932,68,68,68,68,68,68,68,68,68,68
3.46938775510204,-1.35875772455659,-1.49611166107813,1.38677736307108,-1.40463947081667,0.774126220101863,1.40416185762318,1.23369757606233,0.248320133633847,-1.51319748845588,-1.42337257431959,1.37395439350585,0.627750348647856,0.974864565858688,1.21348153284866,1.06772547103454,1.38028157819713,1.30101981997506,1.17955248793301,0.0155700580902564,-1.4428449461992,66,66,66,66,66,66,66,66,66,66
3.6734693877551,-1.42947201694816,-1.56386421687408,1.45727848885535,-1.47556040545186,0.695054166968962,1.47513443373595,1.30441998720438,0.320792401572023,-1.61011969228063,-1.49321857476825,1.44466145716684,0.701300271714553,1.04578417713195,1.28398132739071,1.12894320060161,1.45072938469184,1.37171876312314,1.24845655443055,-0.00904876409428508,-1.51440985534696,64,64,64,64,64,64,64,64,64,64
3.87755102040816,-1.50018633453503,-1.63304568381894,1.5297392978038,-1.54618829375327,0.784316290398728,1.54584073444835,1.35163258024304,0.362201782012695,-1.6994576626576,-1.56361595075815,1.51536849562995,0.77350778262136,1.11470029401716,1.35477469850753,1.17402394284051,1.52144443994579,1.45987187457456,1.33947997565564,-0.0539790105761665,-1.58543245353751,62,62,62,62,62,62,62,62,62,62
4.08163265306122,-1.5709006521219,-1.70035175154763,1.60033587398312,-1.6170741527208,0.707714972545947,1.61654711632933,1.4223980743952,0.434116065732202,-1.79549665736124,-1.63347538783772,1.58607553409305,0.847466509266032,1.1855248902515,1.42530976069957,1.23830642959403,1.5921594140411,1.53052769413247,1.40896620304719,-0.0818449664419549,-1.65698424632375,60,60,60,60,60,60,60,60,60,60
4.28571428571429,-1.64161491309872,-1.76974126993351,1.68440589269843,-1.68771285045832,0.725366472827635,1.68725338042546,1.47698854117123,0.505491414813019,-1.89517266248181,-1.70349539230289,1.65678262917199,0.919474111213155,1.23967497753867,1.49609234600095,1.33673622456388,1.66287450590675,1.6143124238699,1.47900590281519,-0.0898882246875384,-1.72837891681601,58,58,58,58,58,58,58,58,58,58
